ID_Orden,Producto,Cantidad,Fecha_Compra,Direccion,Precio_Unitario,Mes,Venta_Total
2796,Cargador USB-C,2,2025-11-24 23:40:00,Sevilla,25,11,50
2797,AirPods Pro,3,2025-12-21 15:38:00,Barcelona,249,12,747
2798,Teclado Mecánico,4,2025-04-18 14:49:00,Bilbao,120,4,480
2799,MacBook Pro,2,2025-02-12 10:57:00,Madrid,1499,2,2998
2800,Teclado Mecánico,4,2025-05-25 11:08:00,Bilbao,120,5,480
2801,iPhone 15,2,2025-04-06 16:30:00,Bilbao,999,4,1998
2802,Google Pixel 8,1,2025-04-26 07:20:00,Barcelona,699,4,699
2803,MacBook Pro,1,2025-07-04 02:17:00,Valencia,1499,7,1499
2804,Monitor 4K,3,2025-09-18 02:38:00,Barcelona,399,9,1197
2805,Teclado Mecánico,1,2025-10-15 10:01:00,Madrid,120,10,120
2806,Monitor 4K,3,2025-12-05 04:31:00,Madrid,399,12,1197
2807,AirPods Pro,3,2025-09-13 08:23:00,Madrid,249,9,747
2808,iPhone 15,2,2025-03-13 05:56:00,Bilbao,999,3,1998
2809,iPhone 15,4,2025-09-20 22:35:00,Sevilla,999,9,3996
2810,iPhone 15,2,2025-12-26 06:24:00,Valencia,999,12,1998
2811,Monitor 4K,1,2025-11-02 11:46:00,Madrid,399,11,399
2812,MacBook Pro,1,2025-02-17 22:08:00,Barcelona,1499,2,1499
2813,iPhone 15,4,2025-01-31 04:03:00,Valencia,999,1,3996
2814,MacBook Pro,2,2025-09-29 08:57:00,Barcelona,1499,9,2998
2815,AirPods Pro,2,2025-10-31 06:20:00,Bilbao,249,10,498
2816,AirPods Pro,2,2025-12-30 14:04:00,Sevilla,249,12,498
2817,Monitor 4K,3,2025-05-04 03:41:00,Bilbao,399,5,1197
2818,AirPods Pro,4,2025-05-22 05:19:00,Bilbao,249,5,996
2819,Monitor 4K,1,2025-07-22 02:14:00,Bilbao,399,7,399
2820,Teclado Mecánico,1,2025-04-11 07:17:00,Madrid,120,4,120
2821,iPhone 15,1,2025-12-15 14:09:00,Madrid,999,12,999
2822,Teclado Mecánico,2,2025-05-05 08:20:00,Bilbao,120,5,240
2823,MacBook Pro,4,2025-03-20 03:43:00,Sevilla,1499,3,5996
2824,iPhone 15,2,2025-04-01 20:46:00,Barcelona,999,4,1998
2825,Teclado Mecánico,2,2025-03-22 13:43:00,Sevilla,120,3,240
2826,Google Pixel 8,2,2025-05-12 22:32:00,Valencia,699,5,1398
2827,Google Pixel 8,3,2025-09-20 00:58:00,Valencia,699,9,2097
2828,MacBook Pro,4,2025-09-23 17:34:00,Madrid,1499,9,5996
2829,Teclado Mecánico,3,2025-05-14 17:33:00,Valencia,120,5,360
2831,Teclado Mecánico,4,2025-12-15 01:50:00,Bilbao,120,12,480
2832,MacBook Pro,4,2025-12-14 21:19:00,Barcelona,1499,12,5996
2833,MacBook Pro,3,2025-06-30 20:50:00,Madrid,1499,6,4497
2834,MacBook Pro,3,2025-10-02 20:48:00,Madrid,1499,10,4497
2835,MacBook Pro,2,2025-04-10 11:27:00,Bilbao,1499,4,2998
2836,Cargador USB-C,1,2025-04-21 23:57:00,Madrid,25,4,25
2837,AirPods Pro,2,2025-08-30 11:46:00,Bilbao,249,8,498
2838,Monitor 4K,3,2025-06-21 02:52:00,Sevilla,399,6,1197
2839,AirPods Pro,1,2025-01-11 13:10:00,Madrid,249,1,249
2840,Teclado Mecánico,3,2025-05-26 14:27:00,Sevilla,120,5,360
2841,AirPods Pro,3,2025-12-26 16:03:00,Barcelona,249,12,747
2842,MacBook Pro,1,2025-05-24 05:54:00,Madrid,1499,5,1499
2843,AirPods Pro,1,2025-09-05 08:22:00,Valencia,249,9,249
2844,Cargador USB-C,4,2025-03-04 05:10:00,Madrid,25,3,100
2845,Monitor 4K,2,2025-08-22 01:41:00,Barcelona,399,8,798
2846,Teclado Mecánico,1,2025-08-26 17:30:00,Valencia,120,8,120
2847,MacBook Pro,3,2025-11-13 06:46:00,Valencia,1499,11,4497
2848,AirPods Pro,4,2025-01-29 17:06:00,Bilbao,249,1,996
2849,MacBook Pro,1,2025-03-22 12:12:00,Barcelona,1499,3,1499
2850,MacBook Pro,2,2025-07-04 16:26:00,Sevilla,1499,7,2998
2851,Cargador USB-C,4,2025-08-01 16:12:00,Valencia,25,8,100
2852,Teclado Mecánico,3,2025-12-26 20:32:00,Bilbao,120,12,360
2853,Teclado Mecánico,2,2025-05-08 11:27:00,Madrid,120,5,240
2854,Cargador USB-C,4,2025-11-04 05:55:00,Sevilla,25,11,100
2855,Monitor 4K,3,2025-06-29 08:28:00,Bilbao,399,6,1197
2856,Monitor 4K,4,2025-06-09 08:20:00,Madrid,399,6,1596
2857,MacBook Pro,1,2025-05-14 17:20:00,Madrid,1499,5,1499
2858,iPhone 15,2,2025-03-12 16:43:00,Valencia,999,3,1998
2859,Google Pixel 8,3,2025-07-22 22:24:00,Barcelona,699,7,2097
2860,MacBook Pro,1,2025-11-18 13:04:00,Barcelona,1499,11,1499
2861,Monitor 4K,1,2025-04-28 20:55:00,Barcelona,399,4,399
2862,iPhone 15,1,2025-07-29 03:31:00,Sevilla,999,7,999
2863,Cargador USB-C,2,2025-05-28 16:24:00,Bilbao,25,5,50
2864,Google Pixel 8,3,2025-11-22 07:42:00,Madrid,699,11,2097
2865,Cargador USB-C,1,2025-11-18 04:27:00,Barcelona,25,11,25
2866,Teclado Mecánico,2,2025-08-20 08:54:00,Valencia,120,8,240
2867,Cargador USB-C,3,2025-11-16 13:01:00,Barcelona,25,11,75
2868,Cargador USB-C,3,2025-01-23 13:11:00,Bilbao,25,1,75
2869,MacBook Pro,2,2025-10-25 14:28:00,Bilbao,1499,10,2998
2870,iPhone 15,1,2025-05-14 02:43:00,Barcelona,999,5,999
2871,AirPods Pro,1,2025-11-05 15:46:00,Bilbao,249,11,249
2872,Google Pixel 8,3,2025-07-15 18:00:00,Valencia,699,7,2097
2873,Cargador USB-C,4,2025-03-28 12:56:00,Barcelona,25,3,100
2875,iPhone 15,2,2025-06-25 20:07:00,Sevilla,999,6,1998
2876,iPhone 15,2,2025-10-16 17:44:00,Barcelona,999,10,1998
2877,AirPods Pro,3,2025-12-22 08:37:00,Madrid,249,12,747
2878,Monitor 4K,3,2025-07-17 14:50:00,Valencia,399,7,1197
2879,AirPods Pro,1,2025-06-01 19:29:00,Bilbao,249,6,249
2881,Monitor 4K,2,2025-09-19 08:07:00,Valencia,399,9,798
2882,Google Pixel 8,4,2025-04-18 09:04:00,Madrid,699,4,2796
2883,Cargador USB-C,4,2025-07-29 20:53:00,Madrid,25,7,100
2884,iPhone 15,2,2025-05-12 06:21:00,Barcelona,999,5,1998
2885,Teclado Mecánico,2,2025-03-05 09:06:00,Bilbao,120,3,240
2886,MacBook Pro,1,2025-04-03 22:55:00,Sevilla,1499,4,1499
2887,Google Pixel 8,4,2025-12-04 09:43:00,Bilbao,699,12,2796
2888,Google Pixel 8,3,2025-12-29 03:58:00,Madrid,699,12,2097
2890,MacBook Pro,4,2025-09-20 22:47:00,Barcelona,1499,9,5996
2891,AirPods Pro,1,2025-02-09 23:56:00,Madrid,249,2,249
2892,Monitor 4K,3,2025-01-02 15:39:00,Sevilla,399,1,1197
2893,Google Pixel 8,2,2025-06-27 00:24:00,Sevilla,699,6,1398
2895,Cargador USB-C,4,2025-04-27 16:27:00,Sevilla,25,4,100
2896,MacBook Pro,3,2025-01-09 12:58:00,Madrid,1499,1,4497
2897,MacBook Pro,3,2025-04-07 20:51:00,Barcelona,1499,4,4497
2898,Teclado Mecánico,2,2025-03-15 17:56:00,Sevilla,120,3,240
2899,AirPods Pro,1,2025-07-01 11:50:00,Bilbao,249,7,249
2900,AirPods Pro,2,2025-10-31 12:34:00,Valencia,249,10,498
2901,Cargador USB-C,3,2025-02-20 00:44:00,Bilbao,25,2,75
2902,iPhone 15,1,2025-08-01 05:28:00,Valencia,999,8,999
2903,MacBook Pro,3,2025-10-11 14:24:00,Barcelona,1499,10,4497
2904,MacBook Pro,1,2025-04-07 12:52:00,Valencia,1499,4,1499
2905,MacBook Pro,2,2025-07-05 11:37:00,Valencia,1499,7,2998
2906,Cargador USB-C,3,2025-03-15 14:57:00,Sevilla,25,3,75
2907,MacBook Pro,2,2025-05-16 20:46:00,Valencia,1499,5,2998
2908,Google Pixel 8,2,2025-08-10 19:59:00,Sevilla,699,8,1398
2909,Monitor 4K,3,2025-05-29 23:22:00,Barcelona,399,5,1197
2910,AirPods Pro,4,2025-08-09 04:46:00,Sevilla,249,8,996
2911,Monitor 4K,1,2025-10-19 08:00:00,Sevilla,399,10,399
2912,Cargador USB-C,3,2025-12-24 04:35:00,Sevilla,25,12,75
2913,iPhone 15,3,2025-11-22 08:19:00,Bilbao,999,11,2997
2914,iPhone 15,3,2025-04-15 11:49:00,Valencia,999,4,2997
2915,Cargador USB-C,2,2025-06-20 22:28:00,Barcelona,25,6,50
2916,AirPods Pro,2,2025-08-21 03:07:00,Valencia,249,8,498
2917,MacBook Pro,3,2025-10-26 17:03:00,Valencia,1499,10,4497
2918,Google Pixel 8,2,2025-04-27 09:24:00,Sevilla,699,4,1398
2919,Monitor 4K,3,2025-08-19 17:52:00,Bilbao,399,8,1197
2920,Cargador USB-C,3,2025-12-19 12:06:00,Bilbao,25,12,75
2921,MacBook Pro,4,2025-01-22 14:45:00,Sevilla,1499,1,5996
2922,Teclado Mecánico,2,2025-11-28 10:07:00,Barcelona,120,11,240
2923,Google Pixel 8,2,2025-09-13 01:37:00,Madrid,699,9,1398
2925,Cargador USB-C,2,2025-04-04 16:51:00,Bilbao,25,4,50
2926,iPhone 15,4,2025-11-22 00:55:00,Valencia,999,11,3996
2927,iPhone 15,4,2025-09-17 11:26:00,Barcelona,999,9,3996
2928,Teclado Mecánico,4,2025-03-29 08:57:00,Barcelona,120,3,480
2929,Monitor 4K,2,2025-03-23 22:01:00,Madrid,399,3,798
2930,Monitor 4K,2,2025-03-19 09:08:00,Valencia,399,3,798
2931,MacBook Pro,2,2025-10-22 22:13:00,Valencia,1499,10,2998
2932,AirPods Pro,2,2025-11-28 13:51:00,Valencia,249,11,498
2933,Google Pixel 8,2,2025-01-13 00:15:00,Bilbao,699,1,1398
2934,Google Pixel 8,3,2025-06-21 00:52:00,Valencia,699,6,2097
2935,MacBook Pro,1,2025-03-05 17:06:00,Valencia,1499,3,1499
2936,AirPods Pro,4,2025-03-31 18:00:00,Sevilla,249,3,996
2937,MacBook Pro,1,2025-07-28 01:28:00,Sevilla,1499,7,1499
2938,MacBook Pro,1,2025-09-04 04:12:00,Bilbao,1499,9,1499
2939,AirPods Pro,2,2025-10-02 17:07:00,Barcelona,249,10,498
2940,Google Pixel 8,3,2025-07-01 16:55:00,Madrid,699,7,2097
2941,Teclado Mecánico,4,2025-06-16 23:13:00,Bilbao,120,6,480
2942,AirPods Pro,1,2025-03-04 22:59:00,Barcelona,249,3,249
2943,Monitor 4K,2,2025-12-19 06:21:00,Barcelona,399,12,798
2944,Teclado Mecánico,4,2025-08-27 06:27:00,Bilbao,120,8,480
2945,Monitor 4K,3,2025-01-08 09:52:00,Barcelona,399,1,1197
2946,Google Pixel 8,4,2025-08-31 17:53:00,Madrid,699,8,2796
2947,Teclado Mecánico,3,2025-05-08 07:53:00,Madrid,120,5,360
2948,Cargador USB-C,2,2025-12-02 02:04:00,Barcelona,25,12,50
2949,Google Pixel 8,3,2025-06-13 09:40:00,Barcelona,699,6,2097
2950,MacBook Pro,2,2025-06-15 19:54:00,Sevilla,1499,6,2998
2951,Monitor 4K,4,2025-04-11 22:01:00,Sevilla,399,4,1596
2952,MacBook Pro,3,2025-03-28 01:52:00,Madrid,1499,3,4497
2953,Teclado Mecánico,1,2025-10-03 21:50:00,Sevilla,120,10,120
2954,Cargador USB-C,3,2025-01-02 01:45:00,Valencia,25,1,75
2955,Teclado Mecánico,1,2025-11-18 02:45:00,Madrid,120,11,120
2956,Google Pixel 8,1,2025-05-06 23:40:00,Barcelona,699,5,699
2957,Monitor 4K,4,2025-01-12 07:05:00,Barcelona,399,1,1596
2958,Teclado Mecánico,3,2025-09-29 23:49:00,Barcelona,120,9,360
2959,Monitor 4K,2,2025-05-11 14:46:00,Barcelona,399,5,798
2960,iPhone 15,3,2025-03-22 06:05:00,Madrid,999,3,2997
2961,Google Pixel 8,3,2025-03-28 05:45:00,Sevilla,699,3,2097
2963,Cargador USB-C,4,2025-10-06 16:01:00,Madrid,25,10,100
2964,Google Pixel 8,2,2025-02-07 00:42:00,Madrid,699,2,1398
2965,Monitor 4K,1,2025-02-04 04:44:00,Bilbao,399,2,399
2966,iPhone 15,4,2025-12-12 16:20:00,Sevilla,999,12,3996
2967,Monitor 4K,2,2025-10-24 17:18:00,Barcelona,399,10,798
2968,Cargador USB-C,2,2025-05-16 07:27:00,Sevilla,25,5,50
2969,iPhone 15,2,2025-07-11 02:10:00,Barcelona,999,7,1998
2971,Cargador USB-C,2,2025-06-13 10:59:00,Sevilla,25,6,50
2972,Teclado Mecánico,4,2025-10-30 23:40:00,Barcelona,120,10,480
2973,Monitor 4K,1,2025-02-21 06:20:00,Valencia,399,2,399
2974,Teclado Mecánico,2,2025-04-02 15:36:00,Sevilla,120,4,240
2975,Teclado Mecánico,2,2025-10-24 19:08:00,Madrid,120,10,240
2976,Cargador USB-C,1,2025-12-02 20:43:00,Valencia,25,12,25
2977,MacBook Pro,1,2025-09-30 14:15:00,Madrid,1499,9,1499
2978,MacBook Pro,3,2025-06-01 15:48:00,Valencia,1499,6,4497
2979,Teclado Mecánico,2,2025-07-12 07:47:00,Valencia,120,7,240
2980,Cargador USB-C,1,2025-04-12 12:30:00,Barcelona,25,4,25
2981,AirPods Pro,3,2025-03-25 11:40:00,Bilbao,249,3,747
2983,iPhone 15,3,2025-06-24 22:34:00,Madrid,999,6,2997
2984,Teclado Mecánico,4,2025-11-06 07:51:00,Valencia,120,11,480
2985,Monitor 4K,1,2025-10-28 03:50:00,Bilbao,399,10,399
2986,Cargador USB-C,3,2025-12-21 01:55:00,Barcelona,25,12,75
2987,MacBook Pro,1,2025-06-03 23:32:00,Barcelona,1499,6,1499
2988,AirPods Pro,1,2025-08-11 20:17:00,Valencia,249,8,249
2989,MacBook Pro,4,2025-01-05 01:27:00,Sevilla,1499,1,5996
2990,Teclado Mecánico,1,2025-04-19 00:09:00,Sevilla,120,4,120
2991,AirPods Pro,2,2025-05-20 14:53:00,Sevilla,249,5,498
2992,Teclado Mecánico,4,2025-05-04 18:04:00,Barcelona,120,5,480
2993,Cargador USB-C,3,2025-09-12 03:18:00,Barcelona,25,9,75
2994,Teclado Mecánico,1,2025-10-13 17:50:00,Valencia,120,10,120
2995,Google Pixel 8,2,2025-12-14 16:57:00,Madrid,699,12,1398
2996,Teclado Mecánico,2,2025-07-30 01:33:00,Barcelona,120,7,240
2997,Teclado Mecánico,3,2025-09-14 04:02:00,Valencia,120,9,360
2998,Google Pixel 8,4,2025-04-14 16:12:00,Valencia,699,4,2796
2999,iPhone 15,2,2025-05-20 19:49:00,Madrid,999,5,1998
3000,MacBook Pro,4,2025-12-23 06:24:00,Barcelona,1499,12,5996
3001,Cargador USB-C,4,2025-05-19 01:48:00,Bilbao,25,5,100
3002,Monitor 4K,4,2025-05-20 14:54:00,Valencia,399,5,1596
3003,Cargador USB-C,2,2025-02-06 02:24:00,Bilbao,25,2,50
3004,Cargador USB-C,2,2025-12-17 14:50:00,Madrid,25,12,50
3005,AirPods Pro,3,2025-10-03 18:49:00,Barcelona,249,10,747
3006,iPhone 15,1,2025-03-29 15:18:00,Bilbao,999,3,999
3007,Teclado Mecánico,3,2025-06-04 17:23:00,Bilbao,120,6,360
3008,Monitor 4K,1,2025-11-10 17:40:00,Madrid,399,11,399
3009,Google Pixel 8,3,2025-10-14 17:03:00,Sevilla,699,10,2097
3010,Google Pixel 8,1,2025-11-16 01:24:00,Valencia,699,11,699
3011,Teclado Mecánico,4,2025-05-22 16:44:00,Valencia,120,5,480
3012,MacBook Pro,1,2025-07-01 08:24:00,Sevilla,1499,7,1499
3013,AirPods Pro,4,2025-02-19 05:44:00,Bilbao,249,2,996
3014,iPhone 15,2,2025-09-07 13:43:00,Valencia,999,9,1998
3015,MacBook Pro,4,2025-06-22 18:25:00,Sevilla,1499,6,5996
3016,MacBook Pro,3,2025-04-07 02:19:00,Valencia,1499,4,4497
3017,Teclado Mecánico,4,2025-06-17 21:52:00,Sevilla,120,6,480
3018,AirPods Pro,2,2025-12-11 21:39:00,Bilbao,249,12,498
3019,Cargador USB-C,3,2025-01-14 16:09:00,Sevilla,25,1,75
3020,Monitor 4K,3,2025-06-08 16:00:00,Bilbao,399,6,1197
3021,iPhone 15,3,2025-05-06 03:25:00,Bilbao,999,5,2997
3022,Cargador USB-C,1,2025-04-15 11:14:00,Madrid,25,4,25
3023,AirPods Pro,1,2025-09-13 04:45:00,Bilbao,249,9,249
3024,Monitor 4K,3,2025-05-10 10:13:00,Madrid,399,5,1197
3025,Cargador USB-C,3,2025-10-30 22:34:00,Madrid,25,10,75
3027,AirPods Pro,2,2025-02-20 14:32:00,Barcelona,249,2,498
3028,MacBook Pro,3,2025-08-13 05:18:00,Bilbao,1499,8,4497
3029,AirPods Pro,2,2025-02-26 22:22:00,Sevilla,249,2,498
3030,iPhone 15,1,2025-11-28 06:34:00,Sevilla,999,11,999
3031,iPhone 15,1,2025-11-07 07:43:00,Sevilla,999,11,999
3032,MacBook Pro,4,2025-02-13 09:19:00,Madrid,1499,2,5996
3034,Teclado Mecánico,2,2025-01-01 15:26:00,Bilbao,120,1,240
3035,MacBook Pro,3,2025-02-07 09:13:00,Valencia,1499,2,4497
3036,MacBook Pro,3,2025-07-14 11:52:00,Barcelona,1499,7,4497
3037,Cargador USB-C,4,2025-05-23 13:01:00,Barcelona,25,5,100
3038,iPhone 15,4,2025-08-21 07:56:00,Madrid,999,8,3996
3039,AirPods Pro,4,2025-06-27 19:50:00,Barcelona,249,6,996
3040,Teclado Mecánico,4,2025-05-06 17:12:00,Madrid,120,5,480
3041,Cargador USB-C,1,2025-05-01 16:33:00,Madrid,25,5,25
3042,MacBook Pro,4,2025-04-25 16:19:00,Sevilla,1499,4,5996
3044,Cargador USB-C,4,2025-11-05 05:28:00,Madrid,25,11,100
3045,Monitor 4K,4,2025-11-15 06:40:00,Barcelona,399,11,1596
3046,Teclado Mecánico,1,2025-12-14 22:37:00,Barcelona,120,12,120
3047,Cargador USB-C,2,2025-01-10 13:09:00,Bilbao,25,1,50
3048,Monitor 4K,4,2025-08-11 07:11:00,Barcelona,399,8,1596
3049,MacBook Pro,4,2025-05-25 02:04:00,Sevilla,1499,5,5996
3050,iPhone 15,3,2025-12-06 04:02:00,Bilbao,999,12,2997
3051,Google Pixel 8,3,2025-05-03 13:56:00,Sevilla,699,5,2097
3052,Monitor 4K,3,2025-02-04 11:54:00,Madrid,399,2,1197
3053,Google Pixel 8,1,2025-07-09 02:13:00,Valencia,699,7,699
3054,Teclado Mecánico,2,2025-07-27 23:43:00,Valencia,120,7,240
3055,Cargador USB-C,4,2025-08-14 22:11:00,Barcelona,25,8,100
3056,Monitor 4K,3,2025-07-07 07:50:00,Bilbao,399,7,1197
3057,iPhone 15,4,2025-10-03 16:04:00,Madrid,999,10,3996
3058,Google Pixel 8,4,2025-10-27 10:25:00,Bilbao,699,10,2796
3059,Cargador USB-C,4,2025-12-15 00:05:00,Barcelona,25,12,100
3060,Monitor 4K,4,2025-03-22 16:53:00,Barcelona,399,3,1596
3061,MacBook Pro,3,2025-01-05 10:30:00,Valencia,1499,1,4497
3062,Cargador USB-C,3,2025-08-06 12:15:00,Bilbao,25,8,75
3063,Monitor 4K,4,2025-11-30 03:36:00,Barcelona,399,11,1596
3064,MacBook Pro,3,2025-07-06 05:18:00,Sevilla,1499,7,4497
3065,AirPods Pro,1,2025-03-17 22:18:00,Bilbao,249,3,249
3066,MacBook Pro,4,2025-01-19 21:18:00,Madrid,1499,1,5996
3067,AirPods Pro,1,2025-06-06 14:08:00,Sevilla,249,6,249
3068,Monitor 4K,2,2025-02-19 18:50:00,Valencia,399,2,798
3069,Monitor 4K,2,2025-05-07 16:57:00,Valencia,399,5,798
3070,Teclado Mecánico,2,2025-11-25 18:26:00,Sevilla,120,11,240
3071,Google Pixel 8,2,2025-10-19 15:02:00,Madrid,699,10,1398
3072,MacBook Pro,4,2025-03-15 22:24:00,Valencia,1499,3,5996
3073,Monitor 4K,3,2025-04-26 17:55:00,Madrid,399,4,1197
3074,MacBook Pro,1,2025-09-12 09:33:00,Valencia,1499,9,1499
3075,Cargador USB-C,4,2025-10-16 16:30:00,Valencia,25,10,100
3076,Cargador USB-C,1,2025-05-19 04:09:00,Bilbao,25,5,25
3077,Google Pixel 8,4,2025-12-26 11:02:00,Madrid,699,12,2796
3078,Monitor 4K,3,2025-06-05 13:46:00,Madrid,399,6,1197
3079,Google Pixel 8,2,2025-10-01 23:04:00,Bilbao,699,10,1398
3080,iPhone 15,3,2025-07-24 22:12:00,Valencia,999,7,2997
3081,AirPods Pro,2,2025-05-03 01:39:00,Valencia,249,5,498
3082,Cargador USB-C,4,2025-11-18 00:08:00,Barcelona,25,11,100
3083,Teclado Mecánico,2,2025-07-11 16:03:00,Madrid,120,7,240
3084,Teclado Mecánico,3,2025-02-24 08:31:00,Valencia,120,2,360
3085,Google Pixel 8,3,2025-12-26 00:57:00,Bilbao,699,12,2097
3086,Teclado Mecánico,4,2025-08-26 20:11:00,Valencia,120,8,480
3087,Google Pixel 8,2,2025-04-29 07:19:00,Barcelona,699,4,1398
3088,MacBook Pro,2,2025-03-26 02:47:00,Valencia,1499,3,2998
3089,Teclado Mecánico,3,2025-03-24 04:41:00,Bilbao,120,3,360
3090,iPhone 15,4,2025-03-26 02:48:00,Sevilla,999,3,3996
3091,Monitor 4K,2,2025-12-04 21:17:00,Bilbao,399,12,798
3092,MacBook Pro,4,2025-01-24 19:51:00,Bilbao,1499,1,5996
3093,Google Pixel 8,1,2025-03-18 13:08:00,Sevilla,699,3,699
3094,AirPods Pro,3,2025-06-29 06:30:00,Barcelona,249,6,747
3095,Teclado Mecánico,4,2025-01-29 09:27:00,Madrid,120,1,480
3096,iPhone 15,2,2025-09-01 13:23:00,Sevilla,999,9,1998
3097,Cargador USB-C,2,2025-08-09 19:49:00,Madrid,25,8,50
3098,MacBook Pro,1,2025-06-24 14:26:00,Bilbao,1499,6,1499
3099,Cargador USB-C,2,2025-12-02 12:30:00,Barcelona,25,12,50
3100,Monitor 4K,4,2025-12-11 08:22:00,Sevilla,399,12,1596
3101,MacBook Pro,1,2025-10-28 01:17:00,Bilbao,1499,10,1499
3102,Cargador USB-C,2,2025-11-29 14:11:00,Bilbao,25,11,50
3103,Monitor 4K,1,2025-12-09 21:56:00,Sevilla,399,12,399
3104,MacBook Pro,1,2025-09-22 01:08:00,Barcelona,1499,9,1499
3105,Cargador USB-C,4,2025-12-25 17:10:00,Bilbao,25,12,100
3106,AirPods Pro,4,2025-05-21 05:51:00,Valencia,249,5,996
3107,Teclado Mecánico,2,2025-11-01 16:55:00,Valencia,120,11,240
3108,Google Pixel 8,4,2025-02-24 19:09:00,Madrid,699,2,2796
3109,MacBook Pro,3,2025-09-25 21:40:00,Bilbao,1499,9,4497
3110,AirPods Pro,3,2025-10-27 16:04:00,Madrid,249,10,747
3111,Monitor 4K,4,2025-12-22 06:07:00,Barcelona,399,12,1596
3112,Monitor 4K,1,2025-03-10 23:32:00,Valencia,399,3,399
3113,Google Pixel 8,4,2025-07-05 00:43:00,Sevilla,699,7,2796
3114,MacBook Pro,4,2025-01-17 11:03:00,Barcelona,1499,1,5996
3115,Monitor 4K,1,2025-11-26 00:17:00,Sevilla,399,11,399
3116,MacBook Pro,1,2025-10-16 00:33:00,Sevilla,1499,10,1499
3117,MacBook Pro,4,2025-05-20 20:47:00,Valencia,1499,5,5996
3118,Teclado Mecánico,4,2025-06-29 00:33:00,Sevilla,120,6,480
3119,Cargador USB-C,2,2025-01-24 12:32:00,Barcelona,25,1,50
3120,Google Pixel 8,2,2025-12-15 09:43:00,Bilbao,699,12,1398
3121,iPhone 15,4,2025-01-04 18:29:00,Barcelona,999,1,3996
3122,AirPods Pro,4,2025-06-15 14:14:00,Barcelona,249,6,996
3123,AirPods Pro,3,2025-08-31 08:49:00,Barcelona,249,8,747
3124,Cargador USB-C,1,2025-10-25 15:25:00,Bilbao,25,10,25
3125,MacBook Pro,3,2025-04-21 05:23:00,Sevilla,1499,4,4497
3126,Teclado Mecánico,3,2025-04-17 14:11:00,Madrid,120,4,360
3127,Monitor 4K,1,2025-08-03 15:51:00,Barcelona,399,8,399
3128,iPhone 15,3,2025-02-09 09:21:00,Valencia,999,2,2997
3129,MacBook Pro,4,2025-10-24 13:41:00,Madrid,1499,10,5996
3130,MacBook Pro,1,2025-01-14 22:29:00,Bilbao,1499,1,1499
3131,Monitor 4K,2,2025-05-31 12:44:00,Madrid,399,5,798
3132,Teclado Mecánico,4,2025-08-24 00:55:00,Barcelona,120,8,480
3134,Teclado Mecánico,3,2025-01-15 16:15:00,Barcelona,120,1,360
3135,Cargador USB-C,1,2025-08-01 20:37:00,Valencia,25,8,25
3136,iPhone 15,2,2025-03-05 06:14:00,Barcelona,999,3,1998
3137,iPhone 15,1,2025-04-15 00:14:00,Valencia,999,4,999
3138,MacBook Pro,4,2025-11-05 10:00:00,Madrid,1499,11,5996
3139,Monitor 4K,1,2025-01-12 02:18:00,Madrid,399,1,399
3140,iPhone 15,1,2025-06-23 15:33:00,Sevilla,999,6,999
3141,AirPods Pro,3,2025-05-21 00:23:00,Barcelona,249,5,747
3142,Google Pixel 8,2,2025-09-15 14:22:00,Sevilla,699,9,1398
3143,iPhone 15,4,2025-08-11 09:43:00,Barcelona,999,8,3996
3144,iPhone 15,2,2025-11-23 00:53:00,Sevilla,999,11,1998
3145,Teclado Mecánico,4,2025-01-10 02:41:00,Bilbao,120,1,480
3146,MacBook Pro,3,2025-09-12 15:41:00,Barcelona,1499,9,4497
3147,Google Pixel 8,3,2025-04-25 21:10:00,Barcelona,699,4,2097
3148,Monitor 4K,3,2025-04-09 08:44:00,Barcelona,399,4,1197
3149,Teclado Mecánico,2,2025-02-20 22:30:00,Barcelona,120,2,240
3150,Cargador USB-C,2,2025-02-10 09:47:00,Madrid,25,2,50
3151,iPhone 15,2,2025-07-08 04:59:00,Barcelona,999,7,1998
3152,Google Pixel 8,4,2025-02-26 07:07:00,Valencia,699,2,2796
3153,Teclado Mecánico,4,2025-06-07 22:49:00,Bilbao,120,6,480
3154,Teclado Mecánico,1,2025-04-23 03:02:00,Madrid,120,4,120
3155,Monitor 4K,3,2025-12-07 12:44:00,Valencia,399,12,1197
3156,AirPods Pro,3,2025-06-29 05:51:00,Barcelona,249,6,747
3157,Cargador USB-C,1,2025-06-29 05:31:00,Madrid,25,6,25
3158,AirPods Pro,4,2025-07-15 08:43:00,Sevilla,249,7,996
3159,Cargador USB-C,2,2025-11-16 15:50:00,Valencia,25,11,50
3160,MacBook Pro,4,2025-11-08 22:40:00,Barcelona,1499,11,5996
3161,Monitor 4K,1,2025-03-12 10:36:00,Valencia,399,3,399
3162,Cargador USB-C,1,2025-12-03 00:06:00,Valencia,25,12,25
3163,MacBook Pro,2,2025-09-17 09:16:00,Bilbao,1499,9,2998
3164,iPhone 15,3,2025-01-05 15:06:00,Valencia,999,1,2997
3165,MacBook Pro,2,2025-09-14 06:02:00,Bilbao,1499,9,2998
3166,AirPods Pro,1,2025-09-21 02:40:00,Valencia,249,9,249
3167,MacBook Pro,2,2025-11-08 13:06:00,Madrid,1499,11,2998
3168,Monitor 4K,1,2025-01-05 06:00:00,Valencia,399,1,399
