ID_Orden,Producto,Cantidad,Fecha_Compra,Direccion,Precio_Unitario
3500,AirPods Pro,4,2025-05-09 05:25:00,Barcelona,249
3501,Google Pixel 8,1,2025-12-11 05:10:00,Bilbao,699
3502,MacBook Pro,3,2025-11-08 22:36:00,Bilbao,1499
3503,MacBook Pro,1,2025-07-12 08:41:00,Bilbao,1499
3504,Teclado Mecánico,2,2025-10-12 04:02:00,Valencia,120
3505,iPhone 15,2,2025-04-15 23:24:00,Madrid,999
3506,AirPods Pro,4,2025-03-28 15:34:00,Valencia,249
3507,Monitor 4K,4,2025-04-03 05:23:00,Bilbao,399
3508,iPhone 15,2,2025-08-20 22:00:00,Madrid,999
3509,Google Pixel 8,3,2025-12-10 01:11:00,Valencia,699
3510,iPhone 15,3,2025-10-19 16:44:00,Barcelona,999
3511,Google Pixel 8,3,2025-04-19 10:06:00,Barcelona,699
3512,Cargador USB-C,3,2025-09-27 19:28:00,Madrid,25
3513,Teclado Mecánico,1,2025-11-22 14:00:00,Valencia,120
3514,Cargador USB-C,4,2025-04-12 18:26:00,Barcelona,25
3515,Teclado Mecánico,2,2025-02-09 08:05:00,Sevilla,120
3516,Teclado Mecánico,3,2025-04-27 07:08:00,Barcelona,120
3517,AirPods Pro,2,2025-06-18 12:53:00,Madrid,249
3518,Google Pixel 8,4,2025-07-01 15:29:00,Valencia,699
3519,MacBook Pro,2,2025-06-27 15:03:00,Valencia,1499
3520,iPhone 15,1,2025-06-06 13:10:00,Madrid,999
3521,Google Pixel 8,2,2025-01-26 07:59:00,Barcelona,699
3522,Monitor 4K,2,2025-09-13 00:47:00,Barcelona,399
3523,Google Pixel 8,2,2025-07-29 11:56:00,Madrid,699
3524,MacBook Pro,1,2025-10-19 19:25:00,Valencia,1499
3525,Monitor 4K,3,2025-04-23 07:32:00,Madrid,399
3526,Cargador USB-C,1,2025-04-08 18:18:00,Valencia,25
3527,AirPods Pro,3,2025-03-02 17:05:00,Madrid,249
3528,Teclado Mecánico,2,2025-05-07 19:54:00,Sevilla,120
3529,Google Pixel 8,4,2025-02-27 00:05:00,Madrid,699
3530,Teclado Mecánico,3,2025-04-28 10:36:00,Barcelona,120
3531,Monitor 4K,4,2025-03-14 07:25:00,Valencia,399
3532,Monitor 4K,1,2025-01-08 18:47:00,Barcelona,399
3533,MacBook Pro,1,2025-06-04 17:58:00,Valencia,1499
3534,Cargador USB-C,3,2025-05-01 06:00:00,Sevilla,25
3535,Google Pixel 8,4,2025-07-01 22:05:00,Sevilla,699
3536,Monitor 4K,2,2025-03-21 22:10:00,Valencia,399
3537,MacBook Pro,3,2025-07-17 02:24:00,Barcelona,1499
3538,AirPods Pro,1,2025-05-13 09:15:00,Bilbao,249
3539,Cargador USB-C,3,2025-01-29 12:44:00,Bilbao,25
3540,Cargador USB-C,1,2025-01-23 19:57:00,Barcelona,25
3541,Monitor 4K,3,2025-03-04 16:16:00,Valencia,399
3542,Google Pixel 8,1,2025-07-08 19:18:00,Sevilla,699
3543,Google Pixel 8,1,2025-04-01 08:12:00,Madrid,699
3544,Monitor 4K,1,2025-04-23 05:20:00,Madrid,399
3545,Google Pixel 8,4,2025-08-17 09:16:00,Bilbao,699
3546,Cargador USB-C,2,2025-06-01 00:40:00,Barcelona,25
3547,MacBook Pro,3,2025-08-16 12:08:00,Valencia,1499
3548,MacBook Pro,3,2025-03-28 22:06:00,Sevilla,1499
3549,iPhone 15,3,2025-02-22 02:55:00,Barcelona,999
3550,MacBook Pro,2,2025-03-30 08:24:00,Sevilla,1499
3551,Cargador USB-C,4,2025-03-23 11:41:00,Valencia,25
3552,Teclado Mecánico,2,2025-10-29 02:29:00,Valencia,120
3553,Monitor 4K,3,2025-01-21 18:42:00,Bilbao,399
3554,MacBook Pro,3,2025-06-22 03:40:00,Valencia,1499
3555,Teclado Mecánico,3,2025-07-29 10:27:00,Sevilla,120
3556,AirPods Pro,1,2025-06-22 15:31:00,Sevilla,249
3557,Cargador USB-C,4,2025-01-30 03:11:00,Barcelona,25
3558,Google Pixel 8,1,2025-04-21 20:37:00,Valencia,699
3559,MacBook Pro,3,2025-12-25 23:06:00,Barcelona,1499
3560,Google Pixel 8,2,2025-09-26 05:56:00,Barcelona,699
3561,iPhone 15,3,2025-11-01 08:56:00,Valencia,999
3562,MacBook Pro,4,2025-05-20 02:18:00,Bilbao,1499
3563,Cargador USB-C,4,2025-01-01 09:22:00,Valencia,25
3564,Google Pixel 8,1,2025-08-13 12:40:00,Bilbao,699
3565,Google Pixel 8,3,2025-03-06 06:20:00,Barcelona,699
3566,AirPods Pro,4,2025-07-23 05:21:00,Barcelona,249
3567,iPhone 15,4,2025-07-11 13:40:00,Barcelona,999
3568,MacBook Pro,1,2025-03-13 23:54:00,Sevilla,1499
3569,iPhone 15,2,2025-06-16 04:00:00,Bilbao,999
3570,AirPods Pro,1,2025-01-08 22:28:00,Madrid,249
3571,Google Pixel 8,2,2025-12-12 08:55:00,Bilbao,699
3572,Monitor 4K,4,2025-08-25 15:46:00,Madrid,399
3573,MacBook Pro,2,2025-03-09 00:32:00,Valencia,1499
3574,Cargador USB-C,1,2025-12-29 05:54:00,Valencia,25
3575,AirPods Pro,2,2025-07-19 21:58:00,Valencia,249
3576,Teclado Mecánico,1,2025-03-26 02:03:00,Barcelona,120
3577,Google Pixel 8,2,2025-03-08 07:33:00,Barcelona,699
3578,Teclado Mecánico,1,2025-10-13 18:07:00,Barcelona,120
3579,Monitor 4K,2,2025-10-08 19:49:00,Barcelona,399
3580,iPhone 15,1,2025-04-08 22:15:00,Valencia,999
3581,Teclado Mecánico,3,2025-06-23 17:06:00,Madrid,120
3582,MacBook Pro,1,2025-07-12 17:22:00,Madrid,1499
3583,MacBook Pro,2,2025-01-05 05:13:00,Madrid,1499
3584,Teclado Mecánico,4,2025-03-08 04:37:00,Valencia,120
3585,Monitor 4K,3,2025-02-27 00:37:00,Valencia,399
3586,Teclado Mecánico,2,2025-08-21 20:51:00,Barcelona,120
3587,Google Pixel 8,4,2025-11-05 17:08:00,Sevilla,699
3588,Monitor 4K,4,2025-02-16 20:41:00,Valencia,399
3589,iPhone 15,4,2025-03-10 13:40:00,Madrid,999
3590,,1,2025-12-15 23:14:00,Sevilla,249
3591,,1,2025-09-13 09:28:00,Bilbao,25
3592,Google Pixel 8,1,2025-09-14 06:49:00,Valencia,699
3593,AirPods Pro,1,2025-10-31 12:32:00,Sevilla,249
3594,Google Pixel 8,3,2025-09-22 08:57:00,Valencia,699
3595,Teclado Mecánico,4,2025-03-08 01:23:00,Madrid,120
3596,Cargador USB-C,4,2025-10-31 21:33:00,Valencia,25
3597,Monitor 4K,2,2025-08-19 20:55:00,Valencia,399
3598,Google Pixel 8,2,2025-03-12 13:39:00,Valencia,699
3599,Cargador USB-C,1,2025-01-21 08:34:00,Valencia,25
3600,MacBook Pro,2,2025-04-09 03:15:00,Madrid,1499
3601,AirPods Pro,1,2025-09-11 00:39:00,Barcelona,249
3602,Teclado Mecánico,2,2025-11-22 05:08:00,Madrid,120
3603,Cargador USB-C,3,2025-03-20 14:35:00,Bilbao,25
3604,Cargador USB-C,2,2025-09-09 04:58:00,Madrid,25
3605,iPhone 15,1,2025-05-26 13:53:00,Barcelona,999
3606,Google Pixel 8,1,2025-11-19 14:08:00,Barcelona,699
3607,MacBook Pro,1,2025-08-04 05:11:00,Valencia,1499
3608,Monitor 4K,3,2025-06-18 21:49:00,Madrid,399
3609,Monitor 4K,1,2025-07-06 08:42:00,Barcelona,399
3610,Teclado Mecánico,4,2025-11-09 05:02:00,Madrid,120
3611,iPhone 15,1,2025-01-30 05:08:00,Sevilla,999
3612,iPhone 15,2,2025-01-02 21:10:00,Barcelona,999
3613,Monitor 4K,1,2025-12-15 03:17:00,Sevilla,399
3614,MacBook Pro,3,2025-01-30 06:25:00,Bilbao,1499
3615,,1,2025-09-01 04:21:00,Bilbao,399
3616,Google Pixel 8,4,2025-12-14 02:40:00,Sevilla,699
3617,iPhone 15,4,2025-03-21 17:21:00,Barcelona,999
3618,iPhone 15,4,2025-04-25 13:35:00,Valencia,999
3619,Monitor 4K,3,2025-09-21 16:49:00,Bilbao,399
3620,Cargador USB-C,1,2025-02-17 23:59:00,Barcelona,25
3621,iPhone 15,4,2025-04-24 15:08:00,Valencia,999
3622,MacBook Pro,4,2025-12-08 23:33:00,Bilbao,1499
3623,Google Pixel 8,4,2025-03-01 15:23:00,Barcelona,699
3624,Monitor 4K,4,2025-02-04 20:40:00,Valencia,399
3625,Monitor 4K,3,2025-04-03 15:27:00,Bilbao,399
3626,MacBook Pro,3,2025-05-22 15:35:00,Bilbao,1499
3627,Cargador USB-C,4,2025-05-01 23:54:00,Barcelona,25
3628,AirPods Pro,1,2025-06-24 17:42:00,Sevilla,249
3629,Google Pixel 8,1,2025-11-13 05:09:00,Madrid,699
3630,Teclado Mecánico,2,2025-09-27 12:50:00,Madrid,120
3631,,4,2025-08-06 03:19:00,Madrid,120
3632,iPhone 15,4,2025-08-17 04:12:00,Valencia,999
3633,Teclado Mecánico,3,2025-08-15 19:21:00,Bilbao,120
3634,iPhone 15,1,2025-04-08 19:52:00,Barcelona,999
3635,Teclado Mecánico,3,2025-08-17 07:47:00,Sevilla,120
3636,AirPods Pro,3,2025-12-27 07:12:00,Barcelona,249
3637,Teclado Mecánico,3,2025-03-02 16:34:00,Valencia,120
3638,iPhone 15,4,2025-09-21 10:45:00,Valencia,999
3639,iPhone 15,2,2025-12-09 21:43:00,Valencia,999
3640,Google Pixel 8,2,2025-05-23 04:20:00,Sevilla,699
3641,Teclado Mecánico,1,2025-06-21 06:48:00,Barcelona,120
3642,iPhone 15,3,2025-03-02 19:25:00,Sevilla,999
3643,Google Pixel 8,3,2025-02-11 03:56:00,Sevilla,699
3644,MacBook Pro,2,2025-04-07 07:31:00,Barcelona,1499
3645,AirPods Pro,4,2025-11-05 14:09:00,Bilbao,249
3646,AirPods Pro,2,2025-05-29 16:34:00,Sevilla,249
3647,iPhone 15,1,2025-02-06 07:16:00,Sevilla,999
3648,Cargador USB-C,3,2025-08-18 08:48:00,Bilbao,25
3649,iPhone 15,2,2025-09-12 20:55:00,Valencia,999
3650,Cargador USB-C,4,2025-10-09 08:18:00,Madrid,25
3651,Cargador USB-C,4,2025-04-04 11:02:00,Barcelona,25
3652,,1,2025-09-07 22:57:00,Barcelona,249
3653,Monitor 4K,4,2025-06-28 12:14:00,Sevilla,399
3654,Cargador USB-C,1,2025-01-27 04:30:00,Madrid,25
3655,MacBook Pro,2,2025-09-12 07:35:00,Bilbao,1499
3656,Google Pixel 8,1,2025-03-08 21:32:00,Sevilla,699
3657,AirPods Pro,2,2025-05-13 12:34:00,Madrid,249
3658,Google Pixel 8,2,2025-02-23 03:13:00,Bilbao,699
3659,Monitor 4K,4,2025-07-26 08:47:00,Barcelona,399
3660,MacBook Pro,3,2025-10-10 03:09:00,Barcelona,1499
3661,iPhone 15,2,2025-02-21 15:21:00,Barcelona,999
3662,iPhone 15,1,2025-11-06 10:39:00,Sevilla,999
3663,Teclado Mecánico,2,2025-12-07 15:08:00,Valencia,120
3664,AirPods Pro,3,2025-11-17 20:42:00,Sevilla,249
3665,iPhone 15,3,2025-05-28 17:49:00,Barcelona,999
3666,Google Pixel 8,1,2025-09-10 16:29:00,Sevilla,699
3667,AirPods Pro,3,2025-10-07 08:09:00,Madrid,249
3668,,1,2025-02-06 13:21:00,Valencia,1499
3669,Google Pixel 8,3,2025-01-05 08:22:00,Sevilla,699
3670,MacBook Pro,4,2025-05-05 05:01:00,Barcelona,1499
3671,Monitor 4K,3,2025-07-07 21:22:00,Bilbao,399
3672,AirPods Pro,3,2025-01-07 10:33:00,Madrid,249
3673,Monitor 4K,2,2025-01-25 17:20:00,Sevilla,399
3674,Google Pixel 8,2,2025-10-01 18:11:00,Valencia,699
3675,MacBook Pro,3,2025-09-22 09:21:00,Barcelona,1499
3676,Google Pixel 8,1,2025-11-01 11:07:00,Sevilla,699
3677,AirPods Pro,2,2025-04-07 20:07:00,Sevilla,249
3678,AirPods Pro,3,2025-12-07 21:02:00,Barcelona,249
3679,AirPods Pro,4,2025-08-22 07:52:00,Sevilla,249
3680,MacBook Pro,1,2025-06-25 06:33:00,Barcelona,1499
3681,Monitor 4K,4,2025-07-07 00:38:00,Bilbao,399
3682,AirPods Pro,3,2025-08-18 13:45:00,Sevilla,249
3683,Google Pixel 8,4,2025-12-04 06:30:00,Valencia,699
3684,Monitor 4K,4,2025-02-09 02:14:00,Valencia,399
3685,Google Pixel 8,2,2025-12-01 09:27:00,Bilbao,699
3686,Cargador USB-C,1,2025-10-31 16:29:00,Bilbao,25
3687,Monitor 4K,1,2025-02-19 09:33:00,Valencia,399
3688,Google Pixel 8,2,2025-12-09 06:47:00,Valencia,699
3689,Teclado Mecánico,4,2025-02-15 23:17:00,Barcelona,120
3690,AirPods Pro,3,2025-08-17 12:17:00,Bilbao,249
3691,Teclado Mecánico,2,2025-12-25 17:59:00,Barcelona,120
3692,MacBook Pro,3,2025-09-21 22:06:00,Bilbao,1499
3693,MacBook Pro,2,2025-08-06 17:01:00,Bilbao,1499
3694,iPhone 15,3,2025-03-17 12:44:00,Barcelona,999
3695,iPhone 15,3,2025-10-25 04:54:00,Bilbao,999
3696,Cargador USB-C,4,2025-10-19 23:30:00,Valencia,25
3697,MacBook Pro,1,2025-10-15 08:01:00,Sevilla,1499
3698,AirPods Pro,3,2025-05-23 22:28:00,Madrid,249
3699,Teclado Mecánico,2,2025-12-02 10:51:00,Barcelona,120
3700,Google Pixel 8,2,2025-11-10 11:05:00,Bilbao,699
3701,Teclado Mecánico,2,2025-06-28 15:48:00,Madrid,120
3702,Monitor 4K,3,2025-12-13 22:02:00,Barcelona,399
3703,Cargador USB-C,2,2025-03-01 00:29:00,Bilbao,25
3704,,2,2025-07-09 12:53:00,Madrid,249
3705,Google Pixel 8,3,2025-12-14 09:44:00,Barcelona,699
3706,Teclado Mecánico,4,2025-01-13 13:06:00,Madrid,120
3707,iPhone 15,3,2025-12-08 00:42:00,Bilbao,999
3708,Google Pixel 8,2,2025-12-18 15:46:00,Barcelona,699
3709,Monitor 4K,3,2025-05-19 11:30:00,Valencia,399
3710,Monitor 4K,4,2025-08-28 04:19:00,Madrid,399
3711,Cargador USB-C,4,2025-07-10 19:28:00,Bilbao,25
3712,MacBook Pro,1,2025-05-08 02:02:00,Madrid,1499
3713,Monitor 4K,2,2025-10-03 01:59:00,Sevilla,399
3714,Cargador USB-C,4,2025-10-09 04:21:00,Sevilla,25
3715,Google Pixel 8,1,2025-11-28 17:07:00,Madrid,699
3716,iPhone 15,4,2025-02-08 21:47:00,Valencia,999
3717,Monitor 4K,2,2025-04-25 09:13:00,Valencia,399
3718,Google Pixel 8,4,2025-12-27 22:00:00,Barcelona,699
3719,AirPods Pro,3,2025-07-24 05:49:00,Sevilla,249
3720,Google Pixel 8,3,2025-08-27 16:40:00,Sevilla,699
3721,Cargador USB-C,3,2025-01-23 04:10:00,Bilbao,25
3722,AirPods Pro,1,2025-02-12 05:35:00,Madrid,249
3723,Google Pixel 8,1,2025-09-17 08:56:00,Bilbao,699
3724,Teclado Mecánico,3,2025-02-22 08:05:00,Madrid,120
3725,iPhone 15,2,2025-10-07 04:45:00,Valencia,999
3726,MacBook Pro,1,2025-02-23 15:30:00,Bilbao,1499
3727,Monitor 4K,3,2025-01-03 08:17:00,Valencia,399
3728,Google Pixel 8,1,2025-11-16 10:10:00,Bilbao,699
3729,Google Pixel 8,1,2025-01-18 20:36:00,Sevilla,699
3730,Monitor 4K,1,2025-04-22 12:08:00,Valencia,399
3731,,2,2025-07-23 18:19:00,Sevilla,249
3732,AirPods Pro,4,2025-07-04 00:27:00,Barcelona,249
3733,iPhone 15,1,2025-01-01 11:03:00,Barcelona,999
3734,Cargador USB-C,3,2025-07-11 20:13:00,Madrid,25
3735,Cargador USB-C,4,2025-09-04 06:24:00,Valencia,25
3736,Cargador USB-C,4,2025-04-02 09:51:00,Bilbao,25
3737,iPhone 15,2,2025-09-13 07:33:00,Sevilla,999
3738,Teclado Mecánico,2,2025-07-30 07:35:00,Barcelona,120
3739,Google Pixel 8,4,2025-04-24 14:14:00,Madrid,699
3740,,3,2025-03-25 01:55:00,Valencia,999
3741,iPhone 15,1,2025-03-12 08:47:00,Valencia,999
3742,Teclado Mecánico,2,2025-03-26 11:15:00,Bilbao,120
3743,iPhone 15,4,2025-02-26 16:44:00,Bilbao,999
3744,Monitor 4K,2,2025-02-10 15:12:00,Barcelona,399
3745,iPhone 15,3,2025-03-01 17:14:00,Valencia,999
3746,Teclado Mecánico,2,2025-10-17 01:19:00,Barcelona,120
3747,MacBook Pro,1,2025-03-14 00:28:00,Valencia,1499
3748,AirPods Pro,3,2025-01-17 02:43:00,Barcelona,249
3749,AirPods Pro,2,2025-03-13 14:56:00,Barcelona,249
3750,Cargador USB-C,2,2025-03-29 20:05:00,Sevilla,25
3751,AirPods Pro,1,2025-03-29 17:39:00,Valencia,249
3752,AirPods Pro,4,2025-05-22 19:43:00,Sevilla,249
3753,,4,2025-02-06 17:01:00,Sevilla,399
3754,Monitor 4K,1,2025-01-24 16:43:00,Madrid,399
3755,AirPods Pro,1,2025-02-04 01:42:00,Madrid,249
3756,Teclado Mecánico,1,2025-06-20 05:51:00,Sevilla,120
3757,Monitor 4K,1,2025-06-08 13:24:00,Sevilla,399
3758,,1,2025-06-07 19:31:00,Madrid,249
3759,Teclado Mecánico,4,2025-10-24 07:05:00,Sevilla,120
3760,Monitor 4K,1,2025-12-25 19:49:00,Valencia,399
3761,iPhone 15,2,2025-02-22 12:13:00,Barcelona,999
3762,Monitor 4K,2,2025-08-05 13:49:00,Valencia,399
3763,Monitor 4K,1,2025-04-19 23:22:00,Madrid,399
3764,Monitor 4K,3,2025-08-22 08:26:00,Barcelona,399
3765,iPhone 15,3,2025-11-01 01:20:00,Madrid,999
3766,MacBook Pro,3,2025-12-31 09:54:00,Bilbao,1499
3767,Cargador USB-C,4,2025-09-23 14:59:00,Barcelona,25
3768,AirPods Pro,3,2025-02-19 05:29:00,Madrid,249
3769,Cargador USB-C,2,2025-10-15 04:03:00,Bilbao,25
3770,Google Pixel 8,4,2025-12-01 23:48:00,Barcelona,699
3771,iPhone 15,3,2025-12-23 04:03:00,Barcelona,999
3772,Monitor 4K,3,2025-04-25 04:36:00,Valencia,399
3773,iPhone 15,4,2025-06-10 16:25:00,Valencia,999
3774,iPhone 15,3,2025-06-14 17:19:00,Sevilla,999
3775,Monitor 4K,4,2025-06-30 18:02:00,Madrid,399
3776,Monitor 4K,3,2025-06-20 01:05:00,Barcelona,399
3777,Teclado Mecánico,3,2025-08-10 13:22:00,Bilbao,120
3778,MacBook Pro,1,2025-07-31 07:20:00,Barcelona,1499
3779,Teclado Mecánico,4,2025-05-23 22:45:00,Bilbao,120
3780,Cargador USB-C,1,2025-05-23 00:49:00,Sevilla,25
3781,AirPods Pro,2,2025-09-05 23:07:00,Valencia,249
3782,Google Pixel 8,2,2025-03-26 00:47:00,Sevilla,699
3783,,3,2025-04-01 08:19:00,Madrid,120
3784,Google Pixel 8,3,2025-12-30 07:34:00,Bilbao,699
3785,Monitor 4K,2,2025-05-08 08:00:00,Sevilla,399
3786,iPhone 15,3,2025-06-26 21:39:00,Bilbao,999
3787,iPhone 15,2,2025-10-21 21:00:00,Bilbao,999
3788,,2,2025-11-12 10:06:00,Bilbao,399
3789,,1,2025-06-27 16:33:00,Valencia,120
3790,Monitor 4K,3,2025-12-12 21:10:00,Sevilla,399
3791,AirPods Pro,1,2025-07-26 23:37:00,Valencia,249
3792,AirPods Pro,4,2025-01-15 19:41:00,Madrid,249
3793,Cargador USB-C,2,2025-12-04 09:01:00,Bilbao,25
3794,Teclado Mecánico,3,2025-12-07 11:08:00,Sevilla,120
3795,Teclado Mecánico,4,2025-06-14 10:08:00,Valencia,120
3796,iPhone 15,2,2025-11-27 00:33:00,Madrid,999
3797,AirPods Pro,2,2025-09-28 23:51:00,Valencia,249
3798,Monitor 4K,1,2025-12-23 15:20:00,Bilbao,399
3799,MacBook Pro,2,2025-08-01 09:46:00,Sevilla,1499
3800,iPhone 15,4,2025-05-06 18:49:00,Valencia,999
3801,Monitor 4K,2,2025-05-29 18:59:00,Barcelona,399
3802,Google Pixel 8,1,2025-04-27 23:45:00,Madrid,699
3803,MacBook Pro,3,2025-07-28 22:45:00,Sevilla,1499
3804,Monitor 4K,3,2025-06-29 11:56:00,Barcelona,399
3805,MacBook Pro,1,2025-02-01 17:17:00,Valencia,1499
3806,MacBook Pro,4,2025-03-30 16:03:00,Sevilla,1499
3807,Teclado Mecánico,4,2025-04-25 11:17:00,Madrid,120
3808,Google Pixel 8,1,2025-09-02 03:39:00,Barcelona,699
3809,Teclado Mecánico,4,2025-02-05 19:33:00,Madrid,120
3810,Google Pixel 8,3,2025-06-08 23:38:00,Sevilla,699
3811,AirPods Pro,4,2025-11-13 13:06:00,Sevilla,249
3812,Teclado Mecánico,4,2025-01-10 19:06:00,Valencia,120
3813,MacBook Pro,3,2025-07-31 15:28:00,Bilbao,1499
3814,AirPods Pro,4,2025-12-08 07:35:00,Madrid,249
3815,iPhone 15,2,2025-07-02 17:26:00,Bilbao,999
3816,Google Pixel 8,3,2025-09-27 11:19:00,Barcelona,699
3817,Teclado Mecánico,3,2025-01-17 03:32:00,Barcelona,120
3818,Teclado Mecánico,1,2025-07-23 20:26:00,Bilbao,120
3819,iPhone 15,1,2025-08-09 07:12:00,Barcelona,999
3820,Google Pixel 8,3,2025-05-18 21:54:00,Madrid,699
3821,Monitor 4K,2,2025-08-10 18:09:00,Valencia,399
3822,iPhone 15,4,2025-08-03 20:27:00,Bilbao,999
3823,Teclado Mecánico,1,2025-06-20 15:06:00,Valencia,120
3824,Google Pixel 8,1,2025-04-07 19:13:00,Valencia,699
3825,Google Pixel 8,4,2025-06-24 03:55:00,Valencia,699
3826,MacBook Pro,4,2025-09-10 13:46:00,Bilbao,1499
3827,Monitor 4K,2,2025-05-27 15:56:00,Madrid,399
3828,Teclado Mecánico,2,2025-04-09 13:50:00,Sevilla,120
3829,AirPods Pro,4,2025-04-03 18:04:00,Madrid,249
3830,iPhone 15,4,2025-10-05 14:31:00,Sevilla,999
3831,MacBook Pro,2,2025-12-21 18:34:00,Bilbao,1499
3832,Cargador USB-C,1,2025-04-11 06:29:00,Sevilla,25
3833,Google Pixel 8,2,2025-04-09 09:10:00,Sevilla,699
3834,Google Pixel 8,2,2025-06-29 04:00:00,Bilbao,699
3835,Cargador USB-C,1,2025-10-14 12:04:00,Barcelona,25
3836,Monitor 4K,4,2025-01-24 04:49:00,Madrid,399
3837,Google Pixel 8,2,2025-04-03 11:28:00,Madrid,699
3838,AirPods Pro,1,2025-09-08 18:50:00,Sevilla,249
3839,iPhone 15,4,2025-03-28 20:40:00,Sevilla,999
3840,Teclado Mecánico,4,2025-01-14 13:06:00,Barcelona,120
3841,Monitor 4K,2,2025-07-07 00:38:00,Valencia,399
3842,MacBook Pro,4,2025-02-19 11:26:00,Bilbao,1499
3843,iPhone 15,1,2025-09-06 03:51:00,Sevilla,999
3844,MacBook Pro,2,2025-04-29 22:19:00,Valencia,1499
3845,Teclado Mecánico,2,2025-08-06 19:13:00,Valencia,120
3846,Google Pixel 8,3,2025-10-09 00:30:00,Sevilla,699
3847,AirPods Pro,4,2025-06-17 09:14:00,Bilbao,249
3848,Cargador USB-C,3,2025-10-27 07:48:00,Madrid,25
3849,AirPods Pro,1,2025-07-27 21:15:00,Madrid,249
3850,AirPods Pro,2,2025-02-09 04:54:00,Bilbao,249
3851,Monitor 4K,3,2025-09-18 19:37:00,Valencia,399
3852,AirPods Pro,4,2025-05-20 00:02:00,Barcelona,249
3853,Teclado Mecánico,2,2025-02-21 01:29:00,Sevilla,120
3854,Teclado Mecánico,2,2025-10-10 03:52:00,Madrid,120
3855,Google Pixel 8,4,2025-10-12 11:26:00,Sevilla,699
3856,MacBook Pro,2,2025-10-13 00:29:00,Valencia,1499
3857,,2,2025-08-15 14:02:00,Valencia,399
3858,Teclado Mecánico,4,2025-12-25 03:05:00,Bilbao,120
3859,AirPods Pro,2,2025-10-21 08:55:00,Madrid,249
3860,MacBook Pro,1,2025-12-20 11:24:00,Sevilla,1499
3861,MacBook Pro,1,2025-05-11 22:29:00,Madrid,1499
3862,Monitor 4K,1,2025-02-23 07:54:00,Barcelona,399
3863,Monitor 4K,4,2025-05-11 04:17:00,Valencia,399
3864,AirPods Pro,4,2025-05-05 02:18:00,Bilbao,249
3865,AirPods Pro,2,2025-04-12 06:19:00,Madrid,249
3866,,2,2025-09-13 07:50:00,Sevilla,1499
3867,iPhone 15,2,2025-08-14 21:27:00,Sevilla,999
3868,Cargador USB-C,4,2025-11-19 15:25:00,Madrid,25
3869,Teclado Mecánico,3,2025-12-23 18:04:00,Barcelona,120
3870,Google Pixel 8,3,2025-09-25 20:15:00,Bilbao,699
3871,Cargador USB-C,2,2025-09-12 06:38:00,Sevilla,25
3872,Teclado Mecánico,1,2025-05-24 05:39:00,Bilbao,120
3873,Teclado Mecánico,1,2025-08-13 06:36:00,Bilbao,120
3874,Monitor 4K,1,2025-11-01 16:30:00,Madrid,399
3875,iPhone 15,3,2025-05-09 20:37:00,Bilbao,999
3876,AirPods Pro,1,2025-10-14 12:06:00,Bilbao,249
3877,MacBook Pro,2,2025-01-18 13:20:00,Barcelona,1499
3878,Teclado Mecánico,1,2025-09-18 10:27:00,Madrid,120
3879,,1,2025-07-31 15:39:00,Sevilla,120
3880,Monitor 4K,1,2025-12-12 05:27:00,Sevilla,399
3881,Google Pixel 8,3,2025-08-18 19:18:00,Bilbao,699
3882,Cargador USB-C,2,2025-05-25 10:47:00,Sevilla,25
3883,Teclado Mecánico,2,2025-10-01 07:56:00,Sevilla,120
3884,AirPods Pro,3,2025-04-05 03:50:00,Bilbao,249
3885,Monitor 4K,2,2025-11-30 06:10:00,Barcelona,399
3886,Cargador USB-C,3,2025-10-08 19:09:00,Barcelona,25
3887,Google Pixel 8,3,2025-09-20 17:51:00,Sevilla,699
3888,,2,2025-06-08 01:46:00,Sevilla,249
3889,AirPods Pro,3,2025-01-27 18:54:00,Sevilla,249
3890,Teclado Mecánico,3,2025-06-09 05:31:00,Barcelona,120
3891,Google Pixel 8,3,2025-06-24 04:57:00,Madrid,699
3892,Monitor 4K,3,2025-11-10 03:49:00,Madrid,399
3893,Google Pixel 8,3,2025-09-30 16:54:00,Madrid,699
3894,iPhone 15,3,2025-10-31 04:44:00,Valencia,999
3895,Cargador USB-C,3,2025-05-08 04:08:00,Bilbao,25
3896,Google Pixel 8,1,2025-04-26 04:35:00,Sevilla,699
3897,MacBook Pro,3,2025-06-11 12:55:00,Barcelona,1499
3898,Google Pixel 8,4,2025-11-15 07:25:00,Valencia,699
3899,MacBook Pro,3,2025-02-07 13:27:00,Barcelona,1499
3900,Cargador USB-C,2,2025-05-13 05:42:00,Sevilla,25
3901,Cargador USB-C,2,2025-12-30 10:33:00,Valencia,25
3902,,2,2025-09-14 11:58:00,Sevilla,249
3903,Monitor 4K,1,2025-06-13 05:55:00,Madrid,399
3904,Monitor 4K,2,2025-02-07 05:16:00,Madrid,399
3905,iPhone 15,4,2025-09-23 04:02:00,Sevilla,999
3906,iPhone 15,3,2025-06-23 16:16:00,Valencia,999
3907,Google Pixel 8,3,2025-05-21 04:55:00,Sevilla,699
3908,Monitor 4K,4,2025-01-23 08:51:00,Barcelona,399
3909,Teclado Mecánico,4,2025-02-28 14:10:00,Madrid,120
3910,Cargador USB-C,3,2025-12-10 03:59:00,Madrid,25
3911,MacBook Pro,2,2025-02-20 13:07:00,Madrid,1499
