id_venta,fecha,producto,cliente_id,costo_unitario,cantidad,metodo_pago,pais,satisfaccion,precio_venta,ingreso_total,utilidad,tendencia_utilidad
1887,2024-01-14 02:20:00,Headphones,688,607.7999761386807,2,Crypto,Estonia,4,790.139968980285,1580.27993796057,364.67998568320854,639.9958826691126
1888,2024-01-14 02:30:00,Smartwatch,3446,232.23032804060955,3,Credit Card,USA,3,301.8994264527924,905.6982793583772,209.00729523654854,639.9957683468057
1889,2024-01-14 02:40:00,Headphones,515,179.09581447514714,6,PayPal,UK,3,232.8245588176913,1396.947352906148,322.372466055265,639.9956540244988
1890,2024-01-14 02:50:00,Tablet,900,120.77481476479802,7,Credit Card,Canada,5,157.00725919423743,1099.0508143596621,253.627111006076,639.9955397021919
1891,2024-01-14 03:00:00,Laptop,1058,668.4353698831693,9,PayPal,USA,2,868.9659808481201,7820.693827633081,1804.7754986845575,639.995425379885
1892,2024-01-14 03:10:00,Headphones,3987,107.81133153588192,9,PayPal,Mexico,1,140.1547309966465,1261.3925789698185,291.09059514688124,639.9953110575781
1893,2024-01-14 03:20:00,Headphones,1917,489.22351923498655,9,Transfer,Mexico,3,635.9905750054826,5723.915175049343,1320.9035019344637,639.9951967352712
1894,2024-01-14 03:30:00,Smartwatch,3190,461.69997381780587,5,Crypto,Canada,3,600.2099659631476,3001.049829815738,692.5499607267088,639.9950824129643
1895,2024-01-14 03:40:00,Laptop,4805,215.25594848006946,9,PayPal,Germany,4,279.8327330240903,2518.494597216813,581.1910608961878,639.9949680906574
1896,2024-01-14 03:50:00,Tablet,1581,404.68604122585083,3,Transfer,Estonia,3,526.0918535936061,1578.275560780818,364.21743710326564,639.9948537683505
1897,2024-01-14 04:00:00,Smartwatch,1676,530.1165229605182,3,PayPal,Estonia,2,689.1514798486737,2067.454439546021,477.1048706644665,639.9947394460436
1898,2024-01-14 04:10:00,Tablet,116,294.78505781200704,5,Credit Card,Estonia,5,383.22057515560914,1916.1028757780457,442.1775867180106,639.9946251237367
1899,2024-01-14 04:20:00,Smartphone,2279,56.169129791664396,7,PayPal,UK,3,73.01986872916372,511.13908110414604,117.95517256249525,639.9945108014299
1900,2024-01-14 04:30:00,Headphones,2913,515.8076970549399,9,Transfer,Canada,4,670.550006171422,6034.950055542798,1392.6807820483382,639.994396479123
1901,2024-01-14 04:40:00,Smartwatch,3013,122.79674208196404,3,Credit Card,Estonia,3,159.63576470655326,478.9072941196598,110.5170678737677,639.9942821568161
1902,2024-01-14 04:50:00,Laptop,1959,639.9859165870294,8,Crypto,Germany,3,831.9816915631382,6655.853532505105,1535.9661998088704,639.9941678345092
1903,2024-01-14 05:00:00,Smartphone,3792,429.4505860675842,9,PayPal,UK,4,558.2857618878595,5024.571856990736,1159.5165823824782,639.9940535122023
1904,2024-01-14 05:10:00,Laptop,1789,524.3893519628309,5,Transfer,Mexico,5,681.7061575516802,3408.530787758401,786.5840279442464,639.9939391898954
1905,2024-01-14 05:20:00,Headphones,4747,770.9365885444709,4,Credit Card,UK,4,1002.2175651078121,4008.8702604312484,925.123906253365,639.9938248675885
1906,2024-01-14 05:30:00,Tablet,3525,91.03315222039214,3,Crypto,Mexico,3,118.34309788650978,355.02929365952934,81.92983699835293,639.9937105452816
1907,2024-01-14 05:40:00,Headphones,2556,218.68182827493814,9,PayPal,USA,2,284.2863767574196,2558.577390816776,590.4409363423329,639.9935962229747
1908,2024-01-14 05:50:00,Laptop,2915,166.62457475561393,2,Transfer,USA,5,216.6119471822981,433.2238943645962,99.97474485336835,639.9934819006678
1909,2024-01-14 06:00:00,Smartwatch,2303,210.33960868918544,7,Credit Card,USA,4,273.4414912959411,1914.0904390715878,441.71317824728976,639.9933675783609
1910,2024-01-14 06:10:00,Tablet,2388,282.1871825330313,1,Credit Card,USA,2,366.8433372929407,366.8433372929407,84.65615475990938,639.993253256054
1911,2024-01-14 06:20:00,Smartphone,1729,158.57141339704714,1,PayPal,Canada,2,206.14283741616129,206.14283741616129,47.57142401911415,639.9931389337471
1912,2024-01-14 06:30:00,Laptop,4275,562.3738333137043,3,Crypto,UK,5,731.0859833078156,2193.2579499234466,506.13644998233394,639.9930246114402
1913,2024-01-14 06:40:00,Tablet,1660,677.4904685997885,7,Transfer,Canada,1,880.7376091797252,6165.163264258076,1422.729984059556,639.9929102891333
1914,2024-01-14 06:50:00,Headphones,3604,548.6991726207048,7,Crypto,Mexico,4,713.3089244069162,4993.162470848413,1152.26826250348,639.9927959668264
1915,2024-01-14 07:00:00,Tablet,2191,663.0038251217624,8,PayPal,Estonia,5,861.9049726582911,6895.2397812663285,1591.2091802922296,639.9926816445195
1916,2024-01-14 07:10:00,Laptop,1133,339.9327847457698,7,Crypto,Canada,1,441.91262016950077,3093.3883411865054,713.8588479661166,639.9925673222126
1917,2024-01-14 07:20:00,Smartphone,4116,120.21482229128462,5,Transfer,Estonia,1,156.27926897867002,781.39634489335,180.32223343692692,639.9924529999058
1918,2024-01-14 07:30:00,Smartphone,2705,246.45613186215397,2,Credit Card,Estonia,5,320.39297142080017,640.7859428416003,147.8736791172924,639.9923386775989
1919,2024-01-14 07:40:00,Smartphone,565,166.9653041529463,7,Credit Card,Mexico,3,217.05489539883018,1519.3842677918112,350.6271387211873,639.992224355292
1920,2024-01-14 07:50:00,Smartwatch,2292,468.3644529837895,5,PayPal,Canada,2,608.8737888789263,3044.368944394632,702.5466794756844,639.9921100329851
1921,2024-01-14 08:00:00,Smartwatch,4163,215.78790842052038,3,Credit Card,Estonia,1,280.5242809466765,841.5728428400296,194.2091175784684,639.9919957106782
1922,2024-01-14 08:10:00,Headphones,851,505.4911558350045,7,PayPal,Mexico,5,657.1385025855059,4599.969518098541,1061.5314272535093,639.9918813883713
1923,2024-01-14 08:20:00,Smartphone,4128,207.69864113985312,9,Credit Card,UK,5,270.00823348180904,2430.0741013362813,560.7863310776031,639.9917670660644
1924,2024-01-14 08:30:00,Tablet,3568,464.7535860483941,3,Credit Card,Mexico,1,604.1796618629123,1812.538985588737,418.27822744355467,639.9916527437575
1925,2024-01-14 08:40:00,Smartphone,3166,131.87598780448877,7,Crypto,Estonia,5,171.4387841458354,1200.0714890208478,276.9395743894264,639.9915384214506
1926,2024-01-14 08:50:00,Tablet,699,293.3059320878534,4,Transfer,USA,3,381.29771171420947,1525.1908468568379,351.9671185054242,639.9914240991437
1927,2024-01-14 09:00:00,Smartphone,3273,475.6579070371938,7,Credit Card,UK,1,618.355279148352,4328.486954038464,998.8816047781074,639.9913097768368
1928,2024-01-14 09:10:00,Tablet,1085,365.54732471404753,8,Transfer,UK,2,475.21152212826183,3801.6921770260947,877.3135793137144,639.9911954545299
1929,2024-01-14 09:20:00,Headphones,2523,466.8905019960635,2,Credit Card,Mexico,2,606.9576525948826,1213.9153051897651,280.13430119763814,639.991081132223
1930,2024-01-14 09:30:00,Tablet,809,687.3230780232823,6,Transfer,UK,4,893.520001430267,5361.120008581602,1237.1815404419085,639.9909668099161
1931,2024-01-14 09:40:00,Smartwatch,975,665.5620430325645,6,Crypto,Mexico,3,865.2306559423339,5191.383935654003,1198.0116774586158,639.9908524876092
1932,2024-01-14 09:50:00,Smartwatch,3036,335.85572603825835,9,Transfer,UK,3,436.6124438497359,3929.511994647623,906.8104603032975,639.9907381653023
1933,2024-01-14 10:00:00,Headphones,4613,415.1552798179442,8,Credit Card,Mexico,1,539.7018637633274,4317.614910106619,996.372671563066,639.9906238429954
1934,2024-01-14 10:10:00,Laptop,937,768.1676208699815,9,PayPal,Germany,4,998.617907130976,8987.561164178784,2074.0525763489495,639.9905095206885
1935,2024-01-14 10:20:00,Tablet,1661,610.8059076631373,5,Crypto,Canada,2,794.0476799620785,3970.2383998103924,916.2088614947061,639.9903951983817
1936,2024-01-14 10:30:00,Headphones,1583,365.3194072597092,3,PayPal,Estonia,4,474.915229437622,1424.745688312866,328.7874665337383,639.9902808760748
1937,2024-01-14 10:40:00,Tablet,766,220.82737650747674,3,Crypto,Canada,5,287.07558945971977,861.2267683791592,198.744638856729,639.990166553768
1938,2024-01-14 10:50:00,Smartphone,414,442.6431221663222,6,Transfer,Estonia,5,575.4360588162189,3452.616352897313,796.7576198993797,639.990052231461
1939,2024-01-14 11:00:00,Smartphone,3500,177.339132193416,8,Crypto,UK,3,230.54087185144078,1844.3269748115263,425.61391726419834,639.9899379091542
1940,2024-01-14 11:10:00,Smartwatch,859,731.8787062945895,1,Transfer,Canada,5,951.4423181829663,951.4423181829663,219.56361188837684,639.9898235868473
1941,2024-01-14 11:20:00,Smartwatch,4256,384.8514326444495,8,PayPal,UK,1,500.3068624377844,4002.454899502275,923.643438346679,639.9897092645404
1942,2024-01-14 11:30:00,Tablet,4798,640.9046039234321,9,Transfer,Canada,5,833.1759851004617,7498.583865904156,1730.442430593267,639.9895949422335
1943,2024-01-14 11:40:00,Smartphone,2144,358.9921686181505,8,Crypto,Estonia,3,466.6898192035957,3733.5185536287654,861.5812046835613,639.9894806199266
1944,2024-01-14 11:50:00,Laptop,2093,410.4076979349956,3,Credit Card,UK,5,533.5300073154943,1600.590021946483,369.36692814149615,639.9893662976197
1945,2024-01-14 12:00:00,Laptop,2854,314.9925751771176,5,Transfer,Canada,4,409.4903477302529,2047.4517386512643,472.48886276567646,639.9892519753128
1946,2024-01-14 12:10:00,Tablet,222,788.2598753213542,3,Credit Card,Canada,5,1024.7378379177605,3074.2135137532814,709.4338877892187,639.9891376530059
1947,2024-01-14 12:20:00,Smartphone,3088,628.1523644092056,3,PayPal,Mexico,2,816.5980737319672,2449.7942211959016,565.3371279682849,639.989023330699
1948,2024-01-14 12:30:00,Headphones,526,536.2342442302006,6,Credit Card,Estonia,5,697.1045174992609,4182.627104995565,965.2216396143613,639.988909008392
1949,2024-01-14 12:40:00,Headphones,3058,594.6107757744795,3,PayPal,UK,5,772.9940085068234,2318.9820255204704,535.1496981970317,639.9887946860852
1950,2024-01-14 12:50:00,Laptop,881,649.7325755691007,7,Transfer,UK,3,844.652348239831,5912.566437678817,1364.4384086951122,639.9886803637783
1951,2024-01-14 13:00:00,Laptop,3270,194.56282798700613,1,PayPal,UK,5,252.93167638310797,252.93167638310797,58.36884839610184,639.9885660414714
1952,2024-01-14 13:10:00,Headphones,4084,764.4428538919954,8,Transfer,Estonia,1,993.775710059594,7950.205680476752,1834.6628493407889,639.9884517191645
1953,2024-01-14 13:20:00,Headphones,4470,243.0455343979211,6,Credit Card,Canada,5,315.95919471729746,1895.7551683037848,437.4819619162581,639.9883373968576
1954,2024-01-14 13:30:00,Tablet,893,282.3505786655625,7,Credit Card,Mexico,1,367.0557522652313,2569.3902658566194,592.9362151976818,639.9882230745508
1955,2024-01-14 13:40:00,Headphones,427,319.5401233031466,9,Credit Card,USA,1,415.40216029409055,3738.619442646815,862.7583329184959,639.9881087522439
1956,2024-01-14 13:50:00,Tablet,1862,422.79882438916246,8,Credit Card,Germany,2,549.6384717059112,4397.10777364729,1014.7171785339901,639.987994429937
1957,2024-01-14 14:00:00,Laptop,3427,207.02068368398983,9,PayPal,Germany,3,269.1268887891868,2422.1419991026814,558.955845946773,639.9878801076301
1958,2024-01-14 14:10:00,Smartwatch,594,653.744445998032,2,PayPal,USA,2,849.8677797974416,1699.7355595948832,392.24666759881916,639.9877657853232
1959,2024-01-14 14:20:00,Smartwatch,3281,221.62912860831048,8,Credit Card,UK,3,288.1178671908036,2304.942937526429,531.9099086599451,639.9876514630163
1960,2024-01-14 14:30:00,Laptop,1210,187.08235647599142,4,Transfer,USA,1,243.20706341878886,972.8282536751555,224.49882777118978,639.9875371407094
1961,2024-01-14 14:40:00,Tablet,1056,670.3637385381923,4,Crypto,Canada,5,871.47286009965,3485.8914403986,804.436486245831,639.9874228184025
1962,2024-01-14 14:50:00,Smartwatch,3394,237.17924794150676,5,Crypto,Germany,3,308.3330223239588,1541.665111619794,355.76887191226024,639.9873084960956
1963,2024-01-14 15:00:00,Laptop,1014,51.17923387918062,5,Transfer,USA,5,66.5330040429348,332.66502021467403,76.76885081877091,639.9871941737887
1964,2024-01-14 15:10:00,Tablet,2005,666.7566612165875,6,Transfer,Canada,3,866.7836595815638,5200.701957489383,1200.1619901898575,639.9870798514818
1965,2024-01-14 15:20:00,Headphones,1719,365.70366401215665,5,PayPal,Estonia,1,475.41476321580365,2377.0738160790183,548.5554960182351,639.9869655291749
1966,2024-01-14 15:30:00,Headphones,3529,468.49526500128576,6,PayPal,Canada,1,609.0438445016715,3654.263067010029,843.2914770023144,639.986851206868
1967,2024-01-14 15:40:00,Tablet,2384,206.3415837356459,6,PayPal,Mexico,2,268.2440588563397,1609.464353138038,371.41485072416253,639.9867368845611
1968,2024-01-14 15:50:00,Tablet,205,188.13305607583703,4,PayPal,Estonia,5,244.57297289858815,978.2918915943526,225.75966729100446,639.9866225622542
1969,2024-01-14 16:00:00,Smartphone,2277,305.2460187395917,4,Credit Card,Mexico,3,396.8198243614692,1587.2792974458769,366.29522248751005,639.9865082399473
1970,2024-01-14 16:10:00,Smartwatch,3342,390.23771386060406,8,Transfer,Mexico,1,507.3090280187853,4058.4722241502823,936.5705132654498,639.9863939176404
1971,2024-01-14 16:20:00,Headphones,3772,146.23278112579885,9,Credit Card,UK,2,190.1026154635385,1710.9235391718466,394.8285090396571,639.9862795953335
1972,2024-01-14 16:30:00,Headphones,2910,448.96952249538714,6,PayPal,Mexico,5,583.6603792440033,3501.9622754640195,808.1451404916966,639.9861652730267
1973,2024-01-14 16:40:00,Smartwatch,1188,252.01955359392502,9,Credit Card,Germany,5,327.62541967210257,2948.628777048923,680.4527947035976,639.9860509507198
1974,2024-01-14 16:50:00,Laptop,4815,85.32229496232675,9,PayPal,Canada,4,110.91898345102479,998.2708510592231,230.37019639828236,639.9859366284129
1975,2024-01-14 17:00:00,Headphones,4313,608.1150354092515,7,Crypto,Germany,4,790.549546032027,5533.846822224189,1277.0415743594285,639.985822306106
1976,2024-01-14 17:10:00,Tablet,3034,362.2309792698329,9,PayPal,USA,1,470.9002730507828,4238.102457457046,978.0236440285494,639.9857079837991
1977,2024-01-14 17:20:00,Laptop,2063,215.39194096195737,5,Transfer,Canada,2,280.0095232505446,1400.047616252723,323.08791144293605,639.9855936614922
1978,2024-01-14 17:30:00,Tablet,454,586.0495135582455,4,PayPal,Germany,1,761.8643676257192,3047.4574705028767,703.2594162698947,639.9854793391853
1979,2024-01-14 17:40:00,Laptop,986,327.8124329854492,2,Transfer,USA,3,426.156162881084,852.312325762168,196.6874597912696,639.9853650168784
1980,2024-01-14 17:50:00,Smartwatch,3887,379.0364792266129,5,Credit Card,Germany,4,492.74742299459683,2463.7371149729843,568.5547188399196,639.9852506945715
1981,2024-01-14 18:00:00,Smartwatch,3137,65.24020696731121,9,Credit Card,Germany,2,84.81226905750458,763.3104215175413,176.14855881174037,639.9851363722646
1982,2024-01-14 18:10:00,Smartwatch,4697,357.8066607383112,5,Credit Card,Estonia,4,465.1486589598046,2325.743294799023,536.7099911074667,639.9850220499577
1983,2024-01-14 18:20:00,Smartwatch,2232,438.503944725069,7,Crypto,Germany,4,570.0551281425898,3990.3858969981284,920.8582839226456,639.9849077276508
1984,2024-01-14 18:30:00,Smartwatch,2865,692.9436186289088,4,PayPal,Estonia,3,900.8267042175814,3603.3068168703257,831.5323423546906,639.9847934053439
1985,2024-01-14 18:40:00,Headphones,4606,124.12034466479759,8,Transfer,Estonia,5,161.35644806423687,1290.851584513895,297.8888271955143,639.984679083037
1986,2024-01-14 18:50:00,Smartphone,3507,312.98873333329743,6,Transfer,Estonia,1,406.8853533332867,2441.31211999972,563.3797199999353,639.9845647607301
1987,2024-01-14 19:00:00,Headphones,833,69.8997600337148,8,Crypto,Mexico,2,90.86968804382924,726.9575043506339,167.75942408091555,639.9844504384232
1988,2024-01-14 19:10:00,Headphones,2644,306.80322254058456,2,PayPal,Germany,1,398.84418930275996,797.6883786055199,184.0819335243508,639.9843361161163
1989,2024-01-14 19:20:00,Laptop,685,755.7181557199777,4,Transfer,Estonia,3,982.4336024359711,3929.7344097438845,906.8617868639735,639.9842217938094
1990,2024-01-14 19:30:00,Tablet,2157,346.2759724531982,1,Transfer,Estonia,4,450.1587641891577,450.1587641891577,103.88279173595947,639.9841074715026
1991,2024-01-14 19:40:00,Smartphone,1668,51.197689183331434,2,Credit Card,Canada,2,66.55699593833087,133.11399187666174,30.718613509998875,639.9839931491957
1992,2024-01-14 19:50:00,Smartphone,408,414.9645158329512,9,Credit Card,Germany,5,539.4538705828365,4855.084835245529,1120.404192748968,639.9838788268888
1993,2024-01-14 20:00:00,Tablet,3628,288.27149737800346,1,PayPal,Canada,4,374.7529465914045,374.7529465914045,86.48144921340105,639.9837645045819
1994,2024-01-14 20:10:00,Smartwatch,1558,177.37631323498897,7,Transfer,UK,2,230.58920720548568,1614.1244504383997,372.490257793477,639.983650182275
1995,2024-01-14 20:20:00,Smartwatch,1276,55.17021169463722,7,PayPal,Mexico,1,71.72127520302838,502.0489264211987,115.85744455873817,639.9835358599681
1996,2024-01-14 20:30:00,Laptop,327,393.4430876218677,4,PayPal,Mexico,4,511.476013908428,2045.904055633712,472.1317051462413,639.9834215376612
1997,2024-01-14 20:40:00,Smartwatch,614,468.69498762389486,7,Transfer,Estonia,1,609.3034839110634,4265.124387377444,984.2594740101799,639.9833072153543
1998,2024-01-14 20:50:00,Laptop,3245,498.2105422375501,1,Transfer,Estonia,3,647.6737049088151,647.6737049088151,149.46316267126502,639.9831928930474
1999,2024-01-14 21:00:00,Smartphone,1791,178.44099665146854,6,Credit Card,Mexico,4,231.9732956469091,1391.8397738814547,321.19379397264356,639.9830785707405
2000,2024-01-14 21:10:00,Smartphone,331,243.20501012040125,3,Transfer,Mexico,3,316.16651315652166,948.499539469565,218.88450910836127,639.9829642484336
2001,2024-01-14 21:20:00,Smartphone,940,635.6910068430929,6,PayPal,Canada,1,826.3983088960207,4958.389853376124,1144.243812317567,639.9828499261267
2002,2024-01-14 21:30:00,Headphones,2698,701.0093060770291,7,Transfer,UK,4,911.3120979001379,6379.184685300966,1472.1195427617613,639.9827356038198
2003,2024-01-14 21:40:00,Smartphone,3774,202.29421904233715,2,Transfer,Germany,2,262.9824847550383,525.9649695100766,121.37653142540228,639.9826212815129
2004,2024-01-14 21:50:00,Smartwatch,2815,199.41062549296635,2,Crypto,USA,3,259.2338131408563,518.4676262817126,119.64637529577988,639.982506959206
2005,2024-01-14 22:00:00,Headphones,371,255.3037252427778,6,Transfer,Canada,2,331.8948428156111,1991.3690568936668,459.5467054369999,639.9823926368991
2006,2024-01-14 22:10:00,Smartwatch,2561,478.60905539706135,8,Crypto,USA,3,622.1917720161798,4977.5341761294385,1148.6617329529477,639.9822783145922
2007,2024-01-14 22:20:00,Headphones,1480,91.37311082434096,1,Crypto,Mexico,4,118.78504407164324,118.78504407164324,27.411933247302287,639.9821639922853
2008,2024-01-14 22:30:00,Smartwatch,3559,170.95122918126276,8,Transfer,Germany,4,222.23659793564158,1777.8927834851327,410.2829500350306,639.9820496699784
2009,2024-01-14 22:40:00,Smartphone,2392,480.61724712205614,7,Transfer,Germany,3,624.802421258673,4373.616948810711,1009.2962189563177,639.9819353476717
2010,2024-01-14 22:50:00,Tablet,2350,425.04995005182525,8,Transfer,Estonia,2,552.5649350673729,4420.519480538983,1020.1198801243809,639.9818210253648
2011,2024-01-14 23:00:00,Laptop,2926,663.3465145209877,9,Crypto,USA,1,862.3504688772841,7761.154219895558,1791.0355892066682,639.9817067030579
2012,2024-01-14 23:10:00,Tablet,4769,459.9658914031507,6,Credit Card,Mexico,5,597.955658824096,3587.733952944576,827.9386045256715,639.981592380751
2013,2024-01-14 23:20:00,Smartphone,4178,514.3165939984831,9,PayPal,Mexico,5,668.6115721980281,6017.504149782252,1388.6548037959046,639.981478058444
2014,2024-01-14 23:30:00,Smartwatch,243,210.94096442499713,6,Crypto,USA,2,274.2232537524963,1645.339522514978,379.6937359649951,639.9813637361372
2015,2024-01-14 23:40:00,Smartphone,1892,530.6387978606148,1,Credit Card,Germany,5,689.8304372187993,689.8304372187993,159.1916393581845,639.9812494138303
2016,2024-01-14 23:50:00,Tablet,3286,112.8193393678892,2,Credit Card,Canada,2,146.66514117825596,293.33028235651193,67.69160362073353,639.9811350915234
2017,2024-01-15 00:00:00,Smartphone,1830,615.9311355460673,4,Credit Card,UK,2,800.7104762098875,3202.84190483955,739.1173626552809,639.9810207692165
2018,2024-01-15 00:10:00,Laptop,782,200.86568934213867,8,Credit Card,Mexico,3,261.12539614478027,2089.003169158242,482.0776544211328,639.9809064469096
2019,2024-01-15 00:20:00,Smartphone,3441,569.1158444886968,2,Credit Card,Mexico,1,739.8505978353058,1479.7011956706117,341.46950669321814,639.9807921246027
2020,2024-01-15 00:30:00,Tablet,593,208.64650683338505,8,PayPal,Estonia,4,271.24045888340055,2169.9236710672044,500.751616400124,639.9806778022958
2021,2024-01-15 00:40:00,Laptop,667,738.494553793909,2,Crypto,Canada,3,960.0429199320816,1920.0858398641633,443.0967322763454,639.9805634799889
2022,2024-01-15 00:50:00,Smartwatch,4121,196.41799424973553,5,Transfer,Germany,2,255.3433925246562,1276.716962623281,294.62699137460334,639.980449157682
2023,2024-01-15 01:00:00,Tablet,518,176.45888956998078,4,Credit Card,Germany,2,229.39655644097502,917.5862257639001,211.75066748397694,639.9803348353751
2024,2024-01-15 01:10:00,Smartphone,4780,776.0861335848751,6,Credit Card,USA,3,1008.9119736603377,6053.471841962026,1396.9550404527745,639.9802205130682
2025,2024-01-15 01:20:00,Headphones,3915,176.29675854391172,5,Transfer,Estonia,4,229.18578610708525,1145.9289305354262,264.4451378158676,639.9801061907613
2026,2024-01-15 01:30:00,Smartphone,4885,402.8721601762276,6,PayPal,USA,1,523.733808229096,3142.402849374576,725.1698883172103,639.9799918684544
2027,2024-01-15 01:40:00,Smartphone,1054,490.7219889203554,6,Transfer,Canada,2,637.9385855964621,3827.6315135787727,883.2995800566405,639.9798775461476
2028,2024-01-15 01:50:00,Headphones,3356,322.6964366826878,8,Crypto,USA,3,419.5053676874942,3356.0429414999535,774.471448038451,639.9797632238407
2029,2024-01-15 02:00:00,Smartwatch,2222,207.6770636866994,8,Crypto,USA,5,269.98018279270923,2159.841462341674,498.42495284807865,639.9796489015338
2030,2024-01-15 02:10:00,Tablet,1189,136.5685323838881,1,PayPal,USA,4,177.53909209905456,177.53909209905456,40.970559715166445,639.9795345792269
2031,2024-01-15 02:20:00,Smartphone,4487,690.2519359205533,3,Credit Card,Germany,3,897.3275166967193,2691.982550090158,621.2267423284984,639.97942025692
2032,2024-01-15 02:30:00,Tablet,3905,528.1322158975133,3,Crypto,Estonia,3,686.5718806667674,2059.715642000302,475.31899430776207,639.9793059346131
2033,2024-01-15 02:40:00,Smartphone,3352,667.8188503809648,8,Credit Card,UK,5,868.1645054952543,6945.316043962034,1602.7652409143157,639.9791916123062
2034,2024-01-15 02:50:00,Tablet,224,67.64969944813532,9,Credit Card,Canada,1,87.94460928257593,791.5014835431833,182.65418850996537,639.9790772899993
2035,2024-01-15 03:00:00,Laptop,675,708.3716875056207,9,Crypto,USA,1,920.8831937573069,8287.948743815763,1912.6035562651768,639.9789629676924
2036,2024-01-15 03:10:00,Headphones,1516,660.4978528625078,9,Transfer,Germany,5,858.6472087212602,7727.824878491342,1783.344202728772,639.9788486453855
2037,2024-01-15 03:20:00,Smartwatch,1780,443.84239987925633,4,Transfer,USA,2,576.9951198430333,2307.9804793721332,532.6108798551079,639.9787343230786
2038,2024-01-15 03:30:00,Tablet,4544,274.9405247047536,3,Credit Card,Germany,1,357.4226821161797,1072.2680463485392,247.44647223427842,639.9786200007717
2039,2024-01-15 03:40:00,Tablet,1714,636.2496399557949,1,PayPal,Estonia,3,827.1245319425334,827.1245319425334,190.87489198673848,639.9785056784648
2040,2024-01-15 03:50:00,Smartwatch,1223,788.3510405738873,6,Transfer,USA,4,1024.8563527460535,6149.138116476321,1419.0318730329964,639.9783913561579
2041,2024-01-15 04:00:00,Laptop,840,108.58662737774159,9,Transfer,UK,2,141.16261559106408,1270.4635403195766,293.1838939199023,639.978277033851
2042,2024-01-15 04:10:00,Laptop,3690,129.87526580884895,2,Crypto,Canada,5,168.83784555150365,337.6756911030073,77.9251594853094,639.9781627115441
2043,2024-01-15 04:20:00,Smartphone,2286,347.19054217686516,8,Transfer,UK,5,451.34770482992474,3610.781638639398,833.2573012244766,639.9780483892372
2044,2024-01-15 04:30:00,Smartphone,3505,498.13591115517073,4,PayPal,UK,3,647.576684501722,2590.306738006888,597.7630933862049,639.9779340669303
2045,2024-01-15 04:40:00,Laptop,1037,387.88902430183407,7,Crypto,Canada,5,504.25573159238434,3529.7901211466906,814.5669510338521,639.9778197446235
2046,2024-01-15 04:50:00,Smartphone,1966,248.53657537335837,2,Credit Card,Mexico,3,323.0975479853659,646.1950959707318,149.12194522401506,639.9777054223166
2047,2024-01-15 05:00:00,Headphones,2562,745.0435031506945,6,Credit Card,Germany,2,968.5565540959029,5811.339324575418,1341.0783056712507,639.9775911000097
2048,2024-01-15 05:10:00,Headphones,1992,651.6205314050329,6,Transfer,Estonia,2,847.1066908265428,5082.640144959257,1172.9169565290595,639.9774767777028
2049,2024-01-15 05:20:00,Tablet,510,75.12135750529413,7,Crypto,Mexico,1,97.65776475688237,683.6043532981766,157.75485076111772,639.9773624553959
2050,2024-01-15 05:30:00,Tablet,4498,239.52463035073774,5,Credit Card,Estonia,2,311.3820194559591,1556.9100972797955,359.2869455261068,639.977248133089
2051,2024-01-15 05:40:00,Laptop,301,372.3434399574643,2,Credit Card,Estonia,3,484.04647194470357,968.0929438894071,223.40606397447857,639.9771338107821
2052,2024-01-15 05:50:00,Smartphone,2913,681.7996208080913,4,Credit Card,Canada,4,886.3395070505187,3545.358028202075,818.1595449697097,639.9770194884752
2053,2024-01-15 06:00:00,Headphones,3276,53.52487690465361,9,Credit Card,Mexico,4,69.5823399760497,626.2410597844473,144.5171676425648,639.9769051661683
2054,2024-01-15 06:10:00,Smartphone,2601,329.1697569398537,6,Credit Card,Mexico,5,427.92068402180985,2567.524104130859,592.5055624917368,639.9767908438614
2055,2024-01-15 06:20:00,Headphones,4711,283.92966554338136,9,Transfer,Canada,5,369.1085652063958,3321.977086857562,766.6100969671297,639.9766765215545
2056,2024-01-15 06:30:00,Tablet,4947,55.08918742726236,7,Transfer,Estonia,1,71.61594365544107,501.3116055880875,115.68729359725097,639.9765621992476
2057,2024-01-15 06:40:00,Tablet,1479,294.8551018518177,1,PayPal,Mexico,2,383.31163240736305,383.31163240736305,88.45653055554533,639.9764478769407
2058,2024-01-15 06:50:00,Smartphone,4676,705.6700866751778,7,PayPal,Estonia,4,917.3711126777312,6421.597788744119,1481.9071820178742,639.9763335546338
2059,2024-01-15 07:00:00,Smartphone,3517,307.4920959298738,9,Credit Card,Estonia,5,399.739724708836,3597.657522379524,830.2286590106596,639.9762192323269
2060,2024-01-15 07:10:00,Headphones,4420,320.03036771013967,1,Crypto,Canada,3,416.0394780231816,416.0394780231816,96.0091103130419,639.97610491002
2061,2024-01-15 07:20:00,Tablet,1087,102.2260421018,8,PayPal,Germany,1,132.89385473234,1063.15083785872,245.34250104432,639.9759905877131
2062,2024-01-15 07:30:00,Tablet,2618,267.80257313976125,2,PayPal,Mexico,2,348.14334508168963,696.2866901633793,160.68154388385676,639.9758762654062
2063,2024-01-15 07:40:00,Smartwatch,4117,246.19570153037546,9,Credit Card,Mexico,2,320.05441198948813,2880.489707905393,664.7283941320138,639.9757619430993
2064,2024-01-15 07:50:00,Smartphone,1461,167.07836963810854,2,Crypto,Germany,5,217.2018805295411,434.4037610590822,100.24702178286515,639.9756476207925
